Route ID:,Route Location:,Is this route predominantly residential or commercial/industrial/mixed use?,Select the statement that best describes the amount and distribution of litter in the street.,ObjectID,Does litter obstruct the street?,Select the statement that best describes the amount and distribution of litter on the sidewalk.,How many large abandoned items are present?,What types of items are present? (select all that apply),Other dumped items:,Does illegal dumping obstruct the street?,How many instances of graffiti are present on private property or on the sidewalk or non-painted curb immediately adjacent to private property?,How many instances of graffiti are present on SF gov property?,How many instances of graffiti are present on other property?,Select the statement that best describes the amount and distribution of broken glass on the street and sidewalk:,How many instances of broken glass are present along the sidewalk and street?,How many instances of feces are present?,How many abandoned syringes are present?,How many used or opened condoms are present?,How many dead animals are present?,Does the route have one or more trash receptacles?,Are any trash receptacles overflowing?,Is sidewalk clearance less than 4 feet wide or 8 feet high at any point?,"If yes, identify the cause (select all that apply)",Other sidewalk obstructions:,Does the sidewalk have any defects that have not been marked for repair?,Does the sidewalk have any marked defects that have not been repaired?,How severe are the pavement defects?,Do you detect any strong unpleasant or offensive odors along the street or sidewalk?,"If yes, is the odor from a sewer or catch basin?",Does the route have one or more transit shelters?,Which of the following issues are present in or on any of the transit shelters along the route?,CreationDate,Analysis Neighborhoods,Evaluation Period,"Does any graffiti include offensive language  (e.g., racial slurs or profanity)?",Does any graffiti appear to be stenciled?,"Are there closed, unlabeled trash bags grouped together? (July 2023-June 2024 only)",Is the pile of item(s) more than 8ft in diameter? (July 2023-June 2024 only)
2145,Holloway Ave BETWEEN Junipero Serra Blvd AND 19th Ave,2,3,4237,0,3,0,,,,11,6,10,1,,0,0,0,0,0,0,1,313,,1,0,2,0,,0,,03/08/2023 07:07:38 PM,11 - West of Twin Peaks,January 2023 - June 2023,0,0,,
7676,Font Blvd BETWEEN Serrano Dr AND Holloway Ave,2,3,4238,0,2,0,,,,0,0,2,1,,0,0,0,0,0,0,0,,,1,0,1,0,,1,1,03/08/2023 07:19:19 PM,"7 - Oceanview/Merced/Ingleside, Lakeshore",January 2023 - June 2023,0,0,,
9046,Lake Merced Blvd BETWEEN Middlefield Dr AND Winston Dr,2,3,4240,0,4,0,,,,0,16,0,5,5,0,0,0,0,1,0,1,13,,1,0,1,0,,0,,03/08/2023 07:57:25 PM,12 - Sunset/Parkside,January 2023 - June 2023,0,0,,
9212,Ocean Ave BETWEEN Meadowbrook Dr AND Sylvan Dr,2,2,4241,0,2,0,,,,0,1,0,1,,0,0,0,0,0,0,1,1113,,1,0,1,0,,0,,03/08/2023 08:06:25 PM,12 - Sunset/Parkside,January 2023 - June 2023,0,0,,
9388,Sloat Blvd BETWEEN Forest View Dr AND El Mirasol Pl,2,2,4242,0,2,1,3,,0,0,3,4,1,,0,0,0,0,0,0,1,113,,1,0,2,0,,0,,03/08/2023 08:15:55 PM,12 - Sunset/Parkside,January 2023 - June 2023,0,0,,
13701,Clearfield Dr BETWEEN Sloat Blvd AND Ocean Ave,2,3,4244,0,3,0,,,,0,4,0,5,3,0,0,0,0,0,0,1,3,,1,0,1,0,,1,1,03/08/2023 08:38:06 PM,12 - Sunset/Parkside,January 2023 - June 2023,0,0,,
15602,Wawona St BETWEEN 30th Ave AND 33rd Ave,2,2,4247,0,2,0,,,,0,1,0,1,,0,0,0,0,0,0,1,133,,1,0,3,0,,0,,03/08/2023 09:58:53 PM,12 - Sunset/Parkside,January 2023 - June 2023,0,0,,
6498,Junipero Serra Blvd BETWEEN Stonecrest Dr AND Winston Dr,2,2,4248,0,2,4,1411,,0,0,11,10,1,,0,0,0,0,0,0,1,133,,1,0,3,0,,0,,03/08/2023 10:32:19 PM,11 - West of Twin Peaks,January 2023 - June 2023,0,0,,
9969,Post St BETWEEN Meacham Pl AND Larkin St,1,3,4250,0,4,2,3,,0,101,101,1,2,1,4,0,0,0,1,0,0,,,1,1,2,0,,0,,03/09/2023 04:44:08 PM,9 - Tenderloin,January 2023 - June 2023,0,0,,
5234,Alemany Blvd BETWEEN Lyell St AND Silver Ave,2,3,4251,0,4,2,7,,0,4,25,10,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,03/09/2023 04:48:11 PM,4 - Outer Mission,January 2023 - June 2023,0,0,,
5203,Alemany Blvd BETWEEN Silver Ave AND Tingley St,2,3,4252,0,2,0,,,,0,8,5,1,,3,0,0,0,0,0,0,,,1,0,2,0,,0,,03/09/2023 04:52:38 PM,4 - Outer Mission,January 2023 - June 2023,0,0,,
5942,Cayuga Ave BETWEEN Tingley St AND Theresa St,2,2,4254,0,3,0,,,,0,1,0,1,,0,0,0,0,0,0,1,13,,1,0,2,0,,0,,03/09/2023 04:58:22 PM,4 - Outer Mission,January 2023 - June 2023,0,0,,
4061,Hyde St BETWEEN California St AND Sacramento St,2,3,4258,0,4,1,3,,0,18,26,1,2,1,0,0,0,0,1,0,0,,,1,0,1,0,,1,1265,03/09/2023 05:36:23 PM,"15 - Russian Hill, Nob Hill, North Beach",January 2023 - June 2023,0,0,,
6167,California St BETWEEN Mason St AND Taylor St,2,3,4262,0,2,0,,,,0,15,7,3,1,3,0,0,0,1,0,0,,,1,0,,0,,1,56,03/09/2023 06:28:14 PM,"15 - Russian Hill, Nob Hill, North Beach",January 2023 - June 2023,0,0,,
8432,Burritt St BETWEEN Bush St AND End: 1-99 Block,1,2,4266,0,2,0,,,,3,2,0,2,1,0,0,0,0,0,0,1,30,electric and sign posts,0,0,,0,,0,,03/09/2023 07:27:45 PM,17 - Financial District/South Beach,January 2023 - June 2023,0,0,,
5443,Fair Oaks St BETWEEN 21st St AND 22nd St,2,2,4280,0,2,1,14,,0,0,11,1,2,1,0,0,0,0,0,0,0,,,0,0,,0,,0,,03/10/2023 06:51:45 PM,20 - Mission,January 2023 - June 2023,0,0,,
3846,Cesar Chavez St BETWEEN Guerrero St AND Dolores St,2,2,4282,0,3,1,4,,0,0,17,7,2,1,0,0,0,0,0,0,1,13,,0,1,3,0,,0,,03/10/2023 07:43:03 PM,20 - Mission,January 2023 - June 2023,0,0,,
5774,Church St BETWEEN Clipper St AND 26Th St,1,2,4283,0,2,0,,,,10,3,0,2,1,0,0,0,0,1,0,0,,,1,1,3,0,,0,,03/10/2023 08:00:52 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2023 - June 2023,0,0,,
5957,Castro St BETWEEN 25th St AND Clipper St,2,2,4292,0,2,1,6,,0,2,25,6,4,3,2,0,0,0,1,0,0,,,1,0,1,0,,1,5,03/10/2023 10:05:01 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2023 - June 2023,0,0,,
2377,25th St BETWEEN Diamond St AND Douglass St,2,2,4293,0,2,2,6,bbq grill top,0,0,8,0,2,1,2,0,0,0,0,0,1,120,another unpaved square where tree once was,1,0,3,0,,0,,03/10/2023 10:21:39 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2023 - June 2023,0,0,,
2375,25th St BETWEEN Douglass St AND Hoffman Ave,2,2,4294,0,2,1,6,,0,0,2,1,2,1,0,0,0,0,1,0,0,,,1,0,1,0,,0,,03/10/2023 10:38:31 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2023 - June 2023,0,0,,
3874,Hoffman Ave BETWEEN 24th St AND 25th St,2,2,4295,0,2,1,0,toy basketball net onstand,0,0,4,0,2,1,1,0,0,0,0,0,0,,,1,0,3,0,,0,,03/10/2023 10:54:30 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2023 - June 2023,0,0,,
7100,Grand View Ave BETWEEN 24th St AND 25th St,2,2,4296,0,2,2,11,home window screen,0,0,16,0,4,1,0,0,0,0,1,0,0,,,0,1,1,0,,0,,03/10/2023 11:11:42 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2023 - June 2023,0,0,,
8851,Grand View Ave BETWEEN Elizabeth St AND 24th St,2,2,4297,0,2,0,,,,10,8,0,4,1,0,0,0,0,0,0,0,,,0,1,1,0,,0,,03/10/2023 11:24:02 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2023 - June 2023,0,0,,
8853,Grand View Ave BETWEEN Alvarado St AND 23rd St,2,2,4298,0,3,1,12,,0,0,8,0,2,1,0,0,0,0,0,0,1,1302,light posts snd no parking post,1,0,2,0,,0,,03/10/2023 11:38:26 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2023 - June 2023,0,0,,
4290,Alvarado St BETWEEN Hoffman Ave AND Grand View Ave,2,2,4299,0,2,0,,,,0,1,0,2,1,0,0,0,0,0,0,0,,,0,0,,0,,0,,03/10/2023 11:46:54 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2023 - June 2023,0,0,,
6774,Hoffman Ave BETWEEN Alvarado St AND 23rd St,2,2,4300,0,2,0,,,,1,2,0,2,1,0,0,0,0,0,0,0,,,1,0,1,0,,0,,03/10/2023 11:56:05 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2023 - June 2023,0,0,,
7748,Alvarado St BETWEEN Douglass St AND Hoffman Ave,2,2,4301,0,2,0,,,,0,2,0,2,1,0,0,0,0,0,0,0,,,1,1,2,0,,0,,03/11/2023 12:07:37 AM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2023 - June 2023,0,0,,
4351,Allison St BETWEEN Mission St AND Cross St,2,4,4303,0,4,2,10,,0,2,26,0,1,,0,0,0,0,0,0,0,,,1,0,3,0,,0,,03/15/2023 03:42:59 PM,5 - Excelsior,January 2023 - June 2023,0,0,,
695,Ottawa Ave BETWEEN Mission St AND Ellington Ave,2,3,4306,0,2,0,,,,16,15,0,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,03/15/2023 04:07:25 PM,4 - Outer Mission,January 2023 - June 2023,0,0,,
7990,Ellington Ave BETWEEN Ottawa Ave AND Foote Ave,2,4,4307,0,3,0,,,,2,10,4,5,3,1,0,0,0,0,0,1,13,,1,0,2,0,,0,,03/15/2023 04:14:39 PM,4 - Outer Mission,January 2023 - June 2023,0,0,,
5946,Dichiera Ct BETWEEN End AND Ellington Ave,2,2,4308,0,2,1,5,,0,0,1,0,1,,0,0,0,0,0,0,1,1213,,1,0,2,0,,0,,03/15/2023 04:24:35 PM,4 - Outer Mission,January 2023 - June 2023,0,0,,
10413,Naglee Ave BETWEEN Ellington Ave AND Huron Ave,2,3,4309,0,3,8,56,,0,0,11,0,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,03/15/2023 04:32:58 PM,4 - Outer Mission,January 2023 - June 2023,0,0,,
471,Naglee Ave BETWEEN Mission St AND Ellington Ave,2,4,4310,0,4,0,,,,0,14,0,4,1,0,0,0,0,0,0,0,,,1,0,3,0,,0,,03/15/2023 04:37:45 PM,4 - Outer Mission,January 2023 - June 2023,0,0,,
4585,Huron Ave BETWEEN Naglee Ave AND Whipple Ave,2,2,4311,0,2,0,,,,0,2,0,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,03/15/2023 04:50:07 PM,4 - Outer Mission,January 2023 - June 2023,0,0,,
14432,Rome St BETWEEN Mount Vernon Ave AND Ottawa Ave,2,2,4313,0,2,0,,,,0,2,0,1,,0,0,0,0,0,0,1,133,,1,0,2,0,,0,,03/15/2023 05:10:01 PM,4 - Outer Mission,January 2023 - June 2023,0,0,,
5419,Delano Ave BETWEEN Mount Vernon Ave AND Ottawa Ave,2,2,4314,0,2,0,,,,0,4,0,1,,1,0,0,0,0,0,0,,,1,1,3,0,,0,,03/15/2023 05:17:12 PM,4 - Outer Mission,January 2023 - June 2023,0,0,,
10095,Cayuga Ave BETWEEN Niagara Ave AND Mount Vernon Ave,2,2,4315,0,2,0,,,,0,7,0,1,,0,0,0,0,0,0,1,13,,1,0,2,0,,0,,03/15/2023 05:24:50 PM,4 - Outer Mission,January 2023 - June 2023,0,0,,
7114,Grafton Ave BETWEEN Miramar Ave AND Capitol Ave,2,3,4316,0,3,0,,,,0,3,0,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,03/15/2023 05:50:19 PM,"7 - Oceanview/Merced/Ingleside, Lakeshore",January 2023 - June 2023,0,0,,
6079,Holloway Ave BETWEEN Capitol Ave AND Faxon Ave,2,2,4317,0,4,0,,,,0,12,4,1,,1,0,0,0,0,0,1,13,,1,0,2,0,,0,,03/15/2023 05:57:21 PM,"7 - Oceanview/Merced/Ingleside, Lakeshore",January 2023 - June 2023,0,0,,
10761,Ocean Ave BETWEEN Howth St AND Geneva Ave,2,3,4326,0,3,0,,,,4,33,10,5,2,0,0,0,0,1,0,0,,,1,0,3,0,,1,1295,03/15/2023 07:50:26 PM,"7 - Oceanview/Merced/Ingleside, Lakeshore",January 2023 - June 2023,0,0,,
2098,Grafton Ave BETWEEN Howth St AND Harold Ave,2,3,4327,0,4,0,,,,0,10,3,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,03/15/2023 08:04:28 PM,"7 - Oceanview/Merced/Ingleside, Lakeshore",January 2023 - June 2023,0,0,,
9401,Grafton Ave BETWEEN Lee Ave AND Brighton Ave,2,4,4328,0,5,0,,,,0,4,0,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,03/15/2023 08:08:42 PM,"7 - Oceanview/Merced/Ingleside, Lakeshore",January 2023 - June 2023,0,0,,
11373,Plymouth Ave BETWEEN Lobos St AND Minerva St,2,3,4330,0,3,0,,,,0,4,0,1,,0,0,0,0,0,0,1,13,,1,0,2,0,,0,,03/15/2023 08:38:14 PM,"7 - Oceanview/Merced/Ingleside, Lakeshore",January 2023 - June 2023,0,0,,
12822,Pioche St BETWEEN Gambier St AND Madison St,2,3,4331,0,2,0,,,,0,2,0,5,2,0,0,0,0,0,0,1,133,,1,0,1,0,,0,,03/16/2023 03:30:47 PM,5 - Excelsior,January 2023 - June 2023,0,0,,
10107,Silliman St BETWEEN Gambier St AND Madison St,2,2,4332,0,2,0,,,,0,1,0,1,,1,0,0,0,0,0,1,13,,1,0,2,0,,0,,03/16/2023 03:37:10 PM,5 - Excelsior,January 2023 - June 2023,0,0,,
9923,Cambridge St BETWEEN Silver Ave AND Silliman St,2,3,4333,0,3,1,4,,0,7,27,5,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,03/16/2023 03:45:43 PM,"10 - Portola, Visitacion Valley",January 2023 - June 2023,0,0,,
372,Pioche St BETWEEN Cambridge St AND Oxford St,2,4,4334,0,3,2,411,,0,0,4,4,1,,0,0,0,0,0,0,1,3,,1,0,1,0,,0,,03/16/2023 03:50:45 PM,5 - Excelsior,January 2023 - June 2023,0,0,,
6102,Cambridge St BETWEEN Stoneyford Ave AND Gladstone Dr,2,3,4335,0,3,1,37,,0,0,5,0,4,1,0,0,0,0,0,0,0,,,1,0,1,0,,0,,03/16/2023 03:58:05 PM,5 - Excelsior,January 2023 - June 2023,0,0,,
6103,Cambridge St BETWEEN Stoneybrook Ave AND Stoneyford Ave,2,3,4336,0,3,0,,,,0,10,0,5,3,0,0,0,0,0,0,0,,,1,1,3,0,,0,,03/16/2023 04:02:15 PM,5 - Excelsior,January 2023 - June 2023,0,0,,
1978,30th St BETWEEN Dolores St AND Church St,2,3,4337,0,3,1,4,,0,0,1,3,1,,0,0,0,0,1,0,1,13,,1,0,3,0,,0,,03/16/2023 04:56:15 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2023 - June 2023,0,0,,
1968,30th St BETWEEN Sanchez St AND Noe St,2,3,4339,0,3,0,,,,0,6,0,1,,0,0,0,0,0,0,1,13,,1,1,2,0,,0,,03/16/2023 05:17:26 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2023 - June 2023,0,0,,
8716,Laidley St BETWEEN 30th St AND Noe St,2,2,4340,0,2,0,,,,4,7,0,5,2,0,0,0,0,0,0,1,133,,1,0,2,0,,0,,03/16/2023 05:30:14 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2023 - June 2023,0,0,,
8769,Lyell St BETWEEN Cayuga Ave AND Alemany Blvd,2,2,4342,0,2,0,,,,0,18,0,5,6,0,0,0,0,0,0,0,,,1,0,1,0,,0,,03/16/2023 06:30:05 PM,4 - Outer Mission,January 2023 - June 2023,0,0,,
13743,Still St BETWEEN Rousseau St AND Rotteck St,2,4,4343,0,4,0,,,,0,10,0,5,3,0,0,0,0,0,0,1,3,,1,0,1,0,,0,,03/16/2023 06:35:23 PM,4 - Outer Mission,January 2023 - June 2023,0,0,,
9708,San Jose Ave BETWEEN Cotter St AND Capistrano Ave,2,3,4345,0,4,0,,,,0,8,0,5,3,0,0,0,0,0,0,0,,,1,0,1,0,,0,,03/16/2023 06:52:49 PM,4 - Outer Mission,January 2023 - June 2023,0,0,,
5765,Monterey Blvd BETWEEN Joost Ave AND San Jose Av On Ramp,1,3,4346,0,3,1,14,,0,0,8,0,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,03/16/2023 07:00:16 PM,11 - West of Twin Peaks,January 2023 - June 2023,0,0,,
15499,Wilder St BETWEEN Carrie St AND Diamond St,1,3,4348,0,2,0,,,,1,2,0,1,,0,0,0,0,0,0,1,313,,1,0,2,0,,0,,03/16/2023 07:15:26 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2023 - June 2023,0,0,,
2720,Florentine Ave BETWEEN Mission St AND Morse St,2,4,4349,0,4,2,63,,0,2,9,0,1,,0,0,0,0,0,0,1,13,,1,0,3,0,,0,,03/16/2023 07:52:24 PM,5 - Excelsior,January 2023 - June 2023,0,0,,
4526,Concord St BETWEEN Morse St AND Brunswick St,2,3,4350,0,3,0,,,,0,3,0,4,1,0,0,0,0,0,0,1,12,,1,0,3,0,,0,,03/16/2023 07:57:44 PM,5 - Excelsior,January 2023 - June 2023,0,0,,
6342,Brunswick St BETWEEN Pope St AND Allison St,2,4,4351,0,3,0,,,,0,1,0,1,,0,0,0,0,0,0,1,3,,1,0,2,0,,0,,03/16/2023 08:07:03 PM,5 - Excelsior,January 2023 - June 2023,0,0,,
11694,Whittier St BETWEEN Mission St AND Brunswick St,2,4,4354,0,4,2,3,,0,0,9,25,1,,1,0,0,0,1,0,0,,,1,0,2,0,,0,,03/16/2023 08:30:42 PM,5 - Excelsior,January 2023 - June 2023,0,0,,
9754,Roemer Way BETWEEN Brunswick St AND End,2,3,4355,0,2,0,,,,0,1,0,1,,0,0,0,0,0,0,1,31213,,1,0,2,0,,0,,03/16/2023 08:35:05 PM,5 - Excelsior,January 2023 - June 2023,0,0,,
8257,Mount Vernon Ave BETWEEN Tara St AND Louisburg St,2,3,4356,0,3,0,,,,0,6,0,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,03/17/2023 03:54:10 PM,"7 - Oceanview/Merced/Ingleside, Lakeshore",January 2023 - June 2023,0,0,,
8776,Louisburg St BETWEEN Mount Vernon Ave AND Margaret Ave,2,3,4357,0,3,0,,,,0,2,0,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,03/17/2023 04:00:22 PM,"7 - Oceanview/Merced/Ingleside, Lakeshore",January 2023 - June 2023,0,0,,
6685,Howth St BETWEEN Niagara Ave AND Mount Vernon Ave,2,3,4359,0,2,1,310,,0,0,5,3,4,1,0,0,0,0,0,0,1,13,,1,0,2,0,,0,,03/17/2023 04:14:36 PM,"7 - Oceanview/Merced/Ingleside, Lakeshore",January 2023 - June 2023,0,0,,
14171,San Jose Ave BETWEEN Mount Vernon Ave AND Lakeview Ave,2,4,4360,0,4,0,,,,11,79,12,5,4,0,0,0,0,0,0,1,13,,1,0,3,0,,0,,03/17/2023 04:32:27 PM,"7 - Oceanview/Merced/Ingleside, Lakeshore",January 2023 - June 2023,0,0,,
9755,Ramsell St BETWEEN End AND Randolph St,2,2,4361,0,2,0,,,,0,2,0,5,2,0,0,0,0,0,0,1,1312,,1,0,2,0,,0,,03/17/2023 04:58:01 PM,"7 - Oceanview/Merced/Ingleside, Lakeshore",January 2023 - June 2023,0,0,,
7696,Alemany Blvd BETWEEN St Charles Ave AND Worcester Ave,2,3,4362,0,3,0,,,,0,3,0,1,,0,0,0,0,1,0,0,,,1,0,2,0,,1,2129,03/17/2023 05:10:36 PM,"7 - Oceanview/Merced/Ingleside, Lakeshore",January 2023 - June 2023,0,0,,
6836,Head St BETWEEN End AND Shakespeare St,2,3,4365,0,2,0,,,,0,4,0,1,,0,0,0,0,0,0,1,3,,1,0,1,0,,0,,03/17/2023 06:07:30 PM,4 - Outer Mission,January 2023 - June 2023,0,0,,
10434,De Long St BETWEEN Santa Cruz Ave AND San Diego Ave,2,3,4366,0,3,1,6,,0,0,5,0,1,,0,0,0,0,0,0,1,13,,1,0,1,0,,0,,03/17/2023 06:13:44 PM,4 - Outer Mission,January 2023 - June 2023,0,0,,
5779,Church St BETWEEN 23rd St AND Elizabeth St,2,3,4369,0,2,0,,,,0,12,0,1,,1,0,0,0,0,0,1,13,,1,0,2,0,,0,,03/23/2023 04:12:39 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2023 - June 2023,0,0,,
2640,23rd St BETWEEN Chattanooga St AND Church St,2,2,4370,0,2,0,,,,0,14,2,1,,0,0,0,0,0,0,1,13,,1,0,2,0,,0,,03/23/2023 04:19:44 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2023 - June 2023,0,0,,
3766,Chattanooga St BETWEEN 22nd St AND 23rd St,2,2,4371,0,2,0,,,,0,1,0,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,03/23/2023 04:26:05 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2023 - June 2023,0,0,,
8663,Elizabeth St BETWEEN Church St AND Vicksburg St,2,2,4372,0,2,0,,,,0,3,0,1,,0,0,0,0,0,0,1,13,,1,0,1,0,,0,,03/23/2023 04:33:12 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2023 - June 2023,0,0,,
15747,Vicksburg St BETWEEN Elizabeth St AND 24th St,2,3,4373,0,3,0,,,,0,2,0,1,,0,0,0,0,1,0,0,,,1,0,2,0,,0,,03/23/2023 04:38:25 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2023 - June 2023,0,0,,
10354,Noe St BETWEEN Elizabeth St AND 24th St,2,3,4374,0,3,0,,,,0,16,0,1,,0,0,0,0,1,0,0,,,1,0,3,0,,0,,03/23/2023 04:45:25 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2023 - June 2023,0,0,,
4500,18th St BETWEEN Douglass St AND Hattie St,2,2,4377,0,2,0,,,,0,19,0,1,,0,0,0,0,1,0,1,13,,1,1,2,0,,0,,03/23/2023 06:23:07 PM,3 - Castro/Upper Market,January 2023 - June 2023,0,0,,
1663,Diamond St BETWEEN 17th St AND Market St,2,3,4379,0,3,0,,,,0,3,0,1,,0,0,0,0,0,0,1,13,,1,0,2,0,,0,,03/23/2023 06:34:40 PM,3 - Castro/Upper Market,January 2023 - June 2023,0,0,,
8752,Douglass St BETWEEN End AND 17th St,2,2,4380,0,3,1,6,,0,0,1,0,1,,0,0,0,0,0,0,0,,,1,1,3,0,,0,,03/23/2023 06:45:57 PM,3 - Castro/Upper Market,January 2023 - June 2023,0,0,,
9608,Shrader St BETWEEN Alma St AND Rivoli St,2,2,4383,0,2,0,,,,0,1,0,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,03/23/2023 07:22:18 PM,"18 - Hayes Valley, Haight Ashbury",January 2023 - June 2023,0,0,,
13555,Cole St BETWEEN Grattan St AND Alma St,2,2,4384,0,2,0,,,,3,0,0,1,,0,0,0,0,0,0,0,,,1,1,2,0,,0,,03/23/2023 07:36:32 PM,"18 - Hayes Valley, Haight Ashbury",January 2023 - June 2023,0,0,,
10674,Paris St BETWEEN Amazon Ave AND Geneva Ave,2,3,4390,0,4,0,,,,0,3,0,1,,1,0,0,0,0,0,1,13,,1,0,2,0,,0,,03/24/2023 04:02:26 PM,5 - Excelsior,January 2023 - June 2023,0,0,,
2247,Mission St BETWEEN Italy Ave AND Seneca Ave,1,2,4391,0,3,0,,,,2,9,3,1,,0,0,0,0,0,0,0,,,1,1,3,0,,0,,03/24/2023 04:07:45 PM,4 - Outer Mission,January 2023 - June 2023,0,0,,
2192,Mission St BETWEEN Seneca Ave AND Geneva Ave,1,3,4393,0,3,1,3,,0,39,14,28,4,1,1,0,0,0,1,1,0,,,1,0,2,0,,1,122965,03/24/2023 04:24:19 PM,5 - Excelsior,January 2023 - June 2023,0,0,,
7265,Geneva Ave BETWEEN Mission St AND London St,1,3,4395,0,3,0,,,,22,11,9,4,1,0,0,0,0,1,0,0,,,1,0,2,0,,1,129,03/24/2023 04:35:33 PM,5 - Excelsior,January 2023 - June 2023,0,0,,
14442,Rolph St BETWEEN Mission St AND Paris St,2,3,4396,0,3,0,,,,8,21,84,5,2,0,0,0,0,0,0,1,13,,1,1,1,0,,0,,03/24/2023 04:51:27 PM,5 - Excelsior,January 2023 - June 2023,0,0,,
5491,Curtis St BETWEEN Morse St AND Brunswick St,2,2,4398,0,3,0,,,,0,2,0,1,,0,0,0,0,0,0,1,3,,1,0,2,0,,0,,03/24/2023 05:11:08 PM,5 - Excelsior,January 2023 - June 2023,0,0,,
7255,Geneva Ave BETWEEN Edinburg St AND Naples St,1,3,4402,0,3,1,3,,0,3,2,0,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,03/24/2023 05:34:25 PM,5 - Excelsior,January 2023 - June 2023,0,0,,
4241,Havelock St BETWEEN Arago St AND End,2,2,4407,0,2,0,,,,0,3,0,1,,0,0,0,0,0,0,1,13,,1,0,1,0,,0,,03/24/2023 07:44:58 PM,4 - Outer Mission,January 2023 - June 2023,0,0,,
13357,Judson Ave BETWEEN Edna St AND Foerster St,2,3,4408,0,3,1,5,,0,0,4,0,5,5,0,0,0,0,0,0,1,133,,1,0,2,0,,0,,03/24/2023 08:09:35 PM,11 - West of Twin Peaks,January 2023 - June 2023,0,0,,
11044,Lessing St BETWEEN Liebig St AND County Line,2,2,4411,0,2,0,,,,2,1,0,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,03/24/2023 08:44:37 PM,4 - Outer Mission,January 2023 - June 2023,0,0,,
14399,Russia Ave BETWEEN Moscow St AND Munich St,2,3,4412,0,4,0,,,,0,3,2,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,03/24/2023 09:04:02 PM,5 - Excelsior,January 2023 - June 2023,0,0,,
9788,Roosevelt Way BETWEEN Clifford Ter AND 17th St,2,2,4413,0,2,0,,,,0,0,1,5,2,0,0,0,0,0,0,1,313,,1,0,2,0,,0,,03/30/2023 04:08:15 PM,3 - Castro/Upper Market,January 2023 - June 2023,0,0,,
10598,Levant St BETWEEN States St AND Lower Ter,2,2,4414,0,2,0,,,,1,0,0,1,,0,0,0,0,0,0,1,13,,1,1,3,0,,0,,03/30/2023 04:20:27 PM,3 - Castro/Upper Market,January 2023 - June 2023,0,0,,
486,Danvers St BETWEEN 18th St AND Caselli Ave,2,2,4415,0,2,1,6,,0,0,2,2,1,,0,0,0,0,0,0,1,13,,1,1,2,0,,0,,03/30/2023 04:43:03 PM,3 - Castro/Upper Market,January 2023 - June 2023,0,0,,
7996,Market St BETWEEN Danvers St AND Clayton St,2,3,4416,0,3,1,9,,0,0,29,14,5,7,0,0,0,0,0,0,1,3,,1,0,2,0,,1,122,03/30/2023 04:58:58 PM,3 - Castro/Upper Market,January 2023 - June 2023,0,0,,
5702,Clayton St BETWEEN Parnassus Ave AND Ashbury St,2,3,4417,0,3,0,,,,1,0,0,4,1,0,0,0,0,0,0,1,13,,1,0,2,0,,0,,03/30/2023 05:24:19 PM,"18 - Hayes Valley, Haight Ashbury",January 2023 - June 2023,0,0,,
15124,Warren Dr BETWEEN Christopher Dr AND Devonshire Way,2,2,4420,0,2,0,,,,0,1,0,1,,0,0,0,0,0,0,1,313,,1,0,2,0,,0,,03/30/2023 06:31:14 PM,8 - Inner Sunset,January 2023 - June 2023,0,0,,
